"manzanac","ed1","ed2","ed3","ed4","ed5","ed6","ed7","ed8","ed9","ed10","ed11","ed12","ed13","ed14","ed15"
"7600110000000017220103",0,0,0,0,0,2,1,0,1,1,0,0,0,0,0
"7600110000000019010215",0,0,1,0,0,1,1,2,1,3,0,1,1,1,0
"7600110000000017070112",11,12,10,5,10,9,10,8,6,8,7,2,7,7,2
"7600110000000019060108",1,2,1,1,0,2,2,2,2,1,1,1,1,0,0
"7600110000000019150202",1,0,0,1,2,1,2,0,2,3,2,1,2,2,3
"7600110000000017250313",0,0,1,0,0,0,2,0,1,3,2,1,0,1,2
"7600110000000015080143",0,2,1,1,0,0,0,0,1,0,0,0,3,1,2
"7600110000000015080204",0,1,0,0,2,1,1,2,0,2,3,1,2,1,1
"7600110000000017360320",1,0,1,0,1,0,2,2,3,1,0,0,2,1,2
"7600110000000010060106",0,2,1,2,1,1,0,0,2,0,1,2,3,4,0
"7600110000000005080206",6,2,5,5,2,5,3,3,7,4,2,7,2,3,5
"7600110000000019300113",4,4,5,4,2,6,3,4,4,2,5,6,8,3,6
"7600110000000010010115",1,3,0,1,1,2,1,1,0,0,3,4,0,3,3
"7600110000000017360263",0,0,0,0,1,0,0,2,0,0,1,2,1,0,0
"7600110000000017150516",2,2,2,2,6,3,2,3,0,6,2,5,2,0,2
"7600110000000015080238",2,2,1,0,0,1,0,3,1,1,0,1,0,4,2
"7600110000000017070104",0,2,1,0,1,2,4,0,3,6,0,3,4,4,3
"7600110000000017140138",5,9,6,11,8,11,16,16,12,11,11,10,22,18,11
"7600110000000017070110",3,4,3,3,1,2,4,3,4,6,5,5,6,3,8
"7600110000000002170333",0,0,1,0,0,0,0,0,2,0,1,0,3,3,2
"7600110000000019010326",3,1,2,2,3,2,2,3,1,3,3,1,2,2,1
"7600110000000002150117",0,0,0,0,3,0,0,0,2,1,1,1,0,1,0
"7600110000000017060112",0,0,0,0,1,1,0,0,0,2,0,1,3,1,2
"7600110000000017210206",0,1,1,0,0,0,2,0,1,0,0,0,1,0,0
"7600110000000017190123",2,0,0,1,1,0,1,1,1,1,2,1,1,1,0
"7600110000000017160847",0,1,1,0,2,0,0,0,0,0,0,3,0,0,2
"7600110000000002200120",5,6,2,5,1,2,5,2,2,0,5,2,1,8,10
"7600110000000019030210",4,4,5,4,11,8,14,9,6,6,10,8,10,10,6
"7600110000000017140110",3,0,1,1,0,1,5,2,0,5,5,4,2,2,2
"7600110000000019250202",1,4,2,1,4,3,3,0,2,0,2,0,3,0,3
"7600110000000019370103",1,1,1,2,2,0,0,3,1,1,0,0,0,0,1
"7600110000000017200106",2,1,0,0,0,1,2,0,1,1,3,0,3,2,1
"7600110000000010060109",1,1,5,1,2,4,0,4,0,3,1,1,6,3,0
"7600110000000017150301",0,0,0,2,3,0,1,0,1,0,1,0,0,2,0
"7600110000000019250113",0,2,4,2,0,5,2,2,1,0,1,1,0,3,1
"7600110000000019030207",1,1,0,3,2,2,3,4,2,2,2,0,2,1,0
"7600110000000017330128",1,1,0,0,2,2,0,0,0,4,1,2,2,1,2
"7600110000000002060311",0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
"7600110000000019010131",4,6,3,6,9,1,4,4,2,0,3,5,2,2,6
"7600110000000002060315",0,0,0,0,2,0,0,1,1,3,0,3,1,3,2
"7600110000000019160101",4,1,3,1,0,2,2,0,1,3,2,1,2,4,3
"7600110000000002130215",1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"7600110000000017070107",1,1,0,1,6,1,1,2,5,5,4,2,5,3,3
"7600110000000017360531",6,12,12,6,6,6,8,11,10,8,4,6,9,6,3
"7600110000000002110101",15,8,5,4,4,9,1,5,5,3,6,4,6,3,6
"7600110000000017210408",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"7600110000000017330137",2,0,1,0,1,1,4,8,1,1,5,5,2,5,8
"7600110000000015080237",3,4,7,4,4,8,4,7,2,5,4,4,7,6,5
"7600110000000017090327",1,1,2,1,2,2,2,4,2,1,1,3,2,4,2
"7600110000000017160851",3,0,1,0,1,1,0,2,1,0,0,1,0,0,2
"7600110000000002040133",1,0,0,1,1,1,0,0,0,0,1,1,2,0,1
"7600110000000010010217",1,1,1,0,2,1,1,0,0,2,0,1,0,0,1
"7600110000000017360267",8,5,9,9,3,5,8,5,5,0,6,2,4,7,6
"7600110000000019230209",1,4,0,1,1,1,1,2,0,0,2,0,1,1,0
"7600110000000017300203",1,0,0,1,0,0,0,0,1,0,2,3,2,1,0
"7600110000000002150113",1,2,0,3,0,1,1,2,0,1,0,1,1,1,0
"7600110000000017360421",0,2,0,2,1,1,1,0,0,0,0,1,1,2,1
"7600110000000017160841",2,2,2,1,2,7,1,2,0,2,0,3,1,0,1
"7600110000000015080215",2,2,2,0,0,1,2,0,1,1,1,3,4,0,1
"7600110000000017160939",1,1,2,0,0,0,1,1,1,1,2,0,0,2,0
"7600110000000019160109",16,18,9,11,13,17,10,19,19,7,19,16,11,11,21
"7600110000000019190119",4,0,0,3,4,1,0,1,1,0,3,1,1,5,4
"7600110000000017360403",1,1,0,0,0,0,1,2,1,0,1,0,0,1,2
"7600110000000017360521",4,5,2,7,3,11,4,6,3,4,6,5,11,8,4
"7600110000000017160951",0,0,1,1,0,1,1,1,1,0,0,0,0,1,0
"7600110000000015080147",0,0,0,0,0,0,1,1,2,1,2,1,0,3,3
"7600110000000017160963",2,3,1,5,2,8,2,1,2,3,3,3,2,2,3
"7600110000000017070113",1,4,4,3,4,2,3,3,1,1,3,3,6,1,4
"7600110000000002130101",0,1,0,1,0,0,1,0,0,0,0,0,1,1,2
"7600110000000002090211",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"7600110000000002030104",0,4,1,3,2,6,2,0,2,0,0,2,1,2,3
"7600110000000017250212",0,0,2,2,3,3,3,2,1,2,1,1,1,1,0
"7600110000000019260115",0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
"7600110000000019230103",0,1,1,1,0,2,2,5,1,2,4,2,0,2,1
"7600110000000019220201",2,0,2,2,0,1,2,3,0,0,3,0,1,2,1
"7600110000000017330124",2,1,4,1,0,2,2,1,1,2,1,1,2,5,3
"7600110000000015080229",0,0,0,1,0,0,0,1,0,0,1,0,0,2,0
"7600110000000019010132",6,1,0,4,2,3,2,2,3,1,5,3,6,6,5
"7600110000000017090202",3,2,2,0,2,0,0,2,0,2,2,2,4,3,1
"7600110000000002060312",0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
"7600110000000005080202",4,8,7,5,10,5,10,4,8,10,9,5,6,8,2
"7600110000000017360406",2,2,1,3,1,2,3,0,2,2,1,5,0,2,2
"7600110000000017070114",1,0,1,0,2,4,2,5,1,6,2,2,6,3,2
"7600110000000015080312",0,1,2,2,0,1,0,2,0,2,0,1,2,1,1
"7600110000000017210315",1,2,3,3,6,4,0,5,1,4,6,3,6,6,2
"7600110000000002110110",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"7600110000000019030209",0,5,4,3,2,2,4,3,4,4,6,3,1,6,3
"7600110000000015080141",3,0,1,1,1,1,2,1,1,1,0,0,0,1,2
"7600110000000019200103",1,0,0,0,0,1,0,2,1,1,0,1,7,0,1
"7600110000000017210314",1,4,0,2,2,4,0,0,4,0,1,3,1,4,2
"7600110000000017330133",1,3,4,2,2,5,1,2,4,3,3,2,4,0,4
"7600110000000002120314",3,1,1,2,2,1,2,0,1,0,1,2,0,0,1
"7600110000000010060110",4,2,0,1,3,1,3,3,0,2,1,2,1,2,1
"7600110000000019220214",2,2,0,1,0,0,1,0,2,1,1,1,1,3,0
"7600110000000017030202",3,1,1,0,0,0,0,1,1,1,2,0,1,0,0
"7600110000000019020127",0,2,2,0,1,0,0,0,3,2,1,4,2,1,3
"7600110000000019360107",1,0,0,1,0,1,0,0,1,2,1,4,0,1,2
"7600110000000002110402",0,2,0,2,0,2,0,0,3,1,1,2,2,2,1
"7600110000000019210108",0,0,0,0,0,3,0,0,0,1,1,0,0,0,1
"7600110000000017250315",5,3,6,4,6,6,5,3,7,6,7,3,3,11,7
"7600110000000017060108",1,0,0,1,2,2,1,1,2,3,4,3,2,2,4
"7600110000000019400212",0,0,0,0,0,2,0,1,0,0,0,2,0,0,0
"7600110000000017320105",1,3,5,9,3,7,10,9,3,12,7,12,8,7,9
"7600110000000002110208",0,0,1,0,2,1,0,0,0,2,0,0,0,1,0
"7600110000000002070117",0,1,0,3,0,0,0,0,0,3,0,0,2,0,1
"7600110000000019190108",0,1,0,1,1,0,0,0,0,0,0,0,2,0,1
"7600110000000017160958",0,0,1,0,0,0,0,0,2,0,0,1,3,0,0
"7600110000000002080302",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"7600110000000019370108",0,0,2,0,0,2,1,0,0,1,0,0,1,2,0
"7600110000000017160718",0,1,0,2,1,0,0,1,2,1,1,0,2,1,1
"7600110000000019300101",3,1,0,1,1,1,0,2,0,2,0,0,1,1,0
"7600110000000019250105",0,1,0,1,0,0,0,3,1,1,0,1,1,2,0
"7600110000000017090232",1,3,2,5,1,2,1,3,4,3,4,7,1,2,1
"7600110000000017200110",5,5,4,2,4,11,6,4,5,6,7,4,10,13,6
"7600110000000002170112",0,1,1,1,1,1,1,0,1,0,1,0,1,2,0
"7600110000000019050102",0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
"7600110000000019290207",0,1,1,1,0,2,0,0,0,3,1,0,2,0,0
"7600110000000017260125",11,16,17,13,13,11,16,12,14,14,14,20,15,14,16
"7600110000000002220310",1,3,2,0,0,2,1,1,0,2,1,3,0,1,1
"7600110000000019010112",0,1,0,2,0,0,0,1,2,0,2,0,0,0,2
"7600110000000019310204",2,7,9,7,4,6,10,6,7,3,6,2,1,5,6
"7600110000000002210201",0,1,1,1,2,1,0,0,1,0,1,0,1,1,1
"7600110000000010020205",1,1,1,1,2,0,1,0,0,3,0,2,3,2,1
"7600110000000019390112",0,1,2,2,2,1,1,0,1,1,1,0,1,0,0
"7600110000000017340113",4,4,4,5,3,4,9,1,6,5,3,8,3,2,7
"7600110000000015080217",0,1,2,1,1,1,0,0,1,0,2,0,0,1,2
"7600110000000017070101",3,6,3,3,6,5,3,4,6,8,4,6,12,7,8
"7600110000000019420123",1,0,0,0,0,0,1,2,0,2,2,1,3,0,1
"7600110000000017360407",3,2,2,1,1,3,4,3,3,5,1,4,1,4,2
"7600110000000017020126",1,0,0,1,2,0,1,1,1,0,2,2,1,1,1
"7600110000000019390110",0,3,1,1,1,4,2,2,2,3,3,3,1,6,2
"7600110000000017210133",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"7600110000000019020115",2,1,4,5,3,3,2,2,5,9,11,4,5,6,3
"7600110000000017220115",0,1,0,0,1,1,2,2,2,3,1,2,4,2,2
"7600110000000019110102",3,1,0,1,1,0,3,0,1,0,0,0,1,0,0
"7600110000000019100102",0,1,1,1,2,0,0,1,0,2,0,1,2,1,2
"7600110000000019380103",0,0,0,1,3,1,0,1,0,1,3,0,0,1,2
"7600110000000015080202",0,0,1,0,0,2,0,2,2,1,0,1,0,1,3
"7600110000000017160516",0,2,0,0,1,1,2,0,0,0,0,0,0,0,1
"7600110000000017160850",2,0,0,0,1,0,0,0,1,1,0,3,0,2,0
"7600110000000017090109",0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
"7600110000000002210206",0,0,1,0,1,0,1,1,1,2,1,2,1,2,2
"7600110000000019330113",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"7600110000000002220421",10,13,5,8,10,12,10,11,5,16,10,11,7,8,9
"7600110000000019050115",0,1,0,0,0,3,0,0,0,0,0,0,1,0,0
"7600110000000019060104",0,2,2,4,2,1,1,1,2,2,2,3,1,3,1
"7600110000000017150208",0,0,0,1,0,1,1,0,1,0,0,1,1,0,3
"7600110000000010020204",1,1,0,2,0,0,1,1,1,0,2,1,0,2,3
"7600110000000002090311",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"7600110000000019190103",0,0,0,1,1,1,0,1,2,0,1,0,0,0,2
"7600110000000019350112",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"7600110000000017360120",2,4,2,4,2,5,3,3,1,5,8,4,2,4,4
"7600110000000017150218",0,0,1,1,0,0,2,0,1,2,1,0,2,0,0
"7600110000000019020129",4,5,9,8,5,5,9,3,7,3,11,5,5,9,3
"7600110000000019350210",0,0,0,0,2,0,0,0,0,1,1,2,0,0,1
"7600110000000017320103",4,4,3,3,0,2,7,4,1,4,1,3,4,1,2
"7600110000000019400106",0,0,2,0,0,0,2,1,1,0,0,0,1,0,0
"7600110000000017160837",2,2,0,1,0,1,2,1,2,1,3,2,0,0,1
"7600110000000002220105",1,0,0,1,1,0,0,1,4,2,1,0,1,2,2
"7600110000000002090418",0,1,1,0,2,0,0,0,0,0,1,1,0,0,1
"7600110000000002220216",1,1,1,1,1,4,1,1,0,2,1,0,2,2,0
"7600110000000017160929",1,0,0,0,0,1,1,0,0,4,1,3,1,2,0
"7600110000000017150408",0,1,0,0,1,1,0,0,4,0,1,0,0,0,0
"7600110000000010020114",0,1,0,0,0,0,2,1,2,0,0,0,0,0,1
"7600110000000002110409",0,0,0,0,1,0,1,0,0,0,1,2,2,0,1
"7600110000000015080242",1,3,4,1,0,0,0,0,1,1,1,1,0,2,0
"7600110000000017170126",4,1,6,7,6,10,7,3,6,9,11,9,8,8,5
"7600110000000019290204",4,3,1,2,0,1,1,1,2,2,2,0,0,2,2
"7600110000000017360266",0,0,2,0,1,2,0,2,0,0,1,1,2,2,1
"7600110000000017090227",4,0,1,2,3,4,3,0,4,2,2,4,3,3,1
"7600110000000002220407",1,1,1,2,0,0,0,2,2,2,0,5,2,2,1
"7600110000000002130205",1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"7600110000000017320102",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"7600110000000017170125",1,1,3,0,3,2,3,0,0,5,0,1,3,2,3
"7600110000000017300112",2,2,2,2,2,3,3,1,4,4,3,2,3,3,3
"7600110000000017090201",4,2,0,0,1,3,0,0,0,2,1,2,1,1,3
"7600110000000017050405",5,6,6,8,7,6,2,9,9,5,11,4,5,8,8
"7600110000000002120309",1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"7600110000000019350205",5,3,6,2,6,8,3,3,5,3,5,2,4,6,3
"7600110000000010030103",2,1,2,0,3,3,0,3,0,1,2,1,2,0,4
"7600110000000002130117",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"7600110000000017260106",0,1,0,1,1,0,0,0,0,1,0,2,2,0,1
"7600110000000002030142",1,1,2,3,1,1,2,4,3,2,1,0,2,4,2
"7600110000000002140132",4,6,4,3,3,1,0,1,2,5,3,4,2,5,6
"7600110000000017360413",0,0,1,1,0,0,0,1,0,1,1,1,1,1,1
"7600110000000019010141",2,1,0,0,0,4,5,2,2,1,3,1,1,4,2
"7600110000000019040108",0,0,0,0,0,2,0,1,1,0,1,0,2,0,0
"7600110000000002120308",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7600110000000017310103",1,1,1,1,1,1,1,0,1,1,0,1,0,3,1
"7600110000000004090103",0,0,0,1,0,2,0,0,0,0,1,1,5,0,0
"7600110000000017160924",0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
"7600110000000017340219",1,3,0,0,0,1,2,3,4,2,3,6,5,1,3
"7600110000000019350204",1,0,1,1,0,0,1,2,0,0,0,3,2,0,2
"7600110000000002200107",0,2,2,0,3,1,1,0,1,2,0,0,0,2,0
"7600110000000010010209",1,2,0,0,5,2,2,2,1,2,3,0,1,0,2
"7600110000000010020105",0,3,0,1,0,2,1,1,3,1,3,1,2,2,1
"7600110000000017300204",2,1,6,2,2,1,2,1,0,3,2,0,0,0,2
"7600110000000017360103",4,4,1,2,4,6,5,7,7,11,3,2,7,13,6
"7600110000000017030139",1,0,0,0,0,2,2,0,0,0,3,0,1,1,3
"7600110000000002220305",0,0,0,0,0,1,1,0,0,3,0,2,2,0,1
"7600110000000017220113",0,0,1,0,2,1,1,1,0,1,2,1,0,1,1
"7600110000000002200116",1,0,3,2,1,0,0,1,1,0,0,1,0,1,4
"7600110000000019140122",0,1,0,0,2,2,0,2,1,1,3,1,0,2,3
"7600110000000002110321",0,1,0,1,1,3,0,1,0,2,0,1,1,2,4
"7600110000000005080101",11,9,16,10,12,13,13,19,21,20,28,20,16,20,13
"7600110000000019250114",1,0,2,2,0,4,1,1,0,0,0,1,0,3,1
"7600110000000017150111",1,2,2,0,0,1,0,1,1,0,0,0,1,0,0
"7600110000000017360429",1,0,0,2,0,0,0,0,1,1,1,0,0,0,2
"7600110000000020130219",13,12,12,11,9,8,10,8,5,6,9,4,6,3,6
"7600110000000019020124",0,0,2,0,2,1,0,2,0,0,1,0,2,3,1
"7600110000000010030202",1,1,0,1,3,3,3,0,2,1,3,1,1,1,2
"7600110000000019020102",1,1,1,0,0,0,2,0,0,2,2,0,1,1,0
"7600110000000010030206",0,2,0,1,1,3,1,0,3,0,0,1,3,1,5
"7600110000000017160932",0,0,1,0,0,1,1,1,0,2,0,1,1,0,1
"7600110000000002220408",0,1,0,0,0,0,1,0,1,1,1,1,1,2,3
"7600110000000010030109",5,1,3,2,2,5,6,1,11,3,8,7,4,6,5
"7600110000000002110205",0,1,0,1,0,0,0,2,0,0,0,1,2,1,0
"7600110000000020140106",2,5,2,1,2,0,1,4,1,4,1,5,2,3,2
"7600110000000019290212",0,0,2,1,1,1,0,0,2,0,0,0,4,2,1
"7600110000000019290105",4,6,6,0,4,8,8,8,3,8,8,9,6,7,6
"7600110000000017160506",0,0,0,3,1,1,0,1,1,1,3,1,1,0,1
"7600110000000019290108",2,4,0,3,1,1,1,0,0,2,1,0,2,3,2
"7600110000000017360512",6,2,3,7,3,1,7,2,9,7,6,9,5,9,8
"7600110000000019370207",0,0,2,0,0,0,1,0,0,0,1,0,1,1,2
"7600110000000017160954",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"7600110000000019150205",2,5,8,1,5,4,7,2,5,5,2,5,8,1,6
"7600110000000017090316",0,0,2,1,2,2,1,0,2,1,4,1,2,0,4
"7600110000000017220108",0,1,0,2,0,0,1,0,0,1,1,0,2,0,0
"7600110000000017160947",0,0,1,1,0,0,0,1,1,1,2,1,1,2,0
"7600110000000019350208",0,2,0,0,1,1,1,1,0,1,0,0,0,0,1
"7600110000000019330107",0,1,0,1,0,0,0,0,0,1,1,0,1,2,1
"7600110000000002170103",1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"7600110000000019250311",1,1,3,1,2,0,1,0,0,2,0,1,2,5,2
"7600110000000004200210",3,1,0,0,1,1,1,0,1,1,1,0,0,1,2
"7600110000000017360542",1,3,4,2,1,1,3,0,1,1,2,0,0,1,4
"7600110000000017110204",2,7,7,4,1,1,5,2,4,7,7,7,5,11,15
"7600110000000019220223",1,3,2,0,3,2,0,0,2,6,1,2,3,3,1
"7600110000000017160835",0,2,0,1,0,1,1,1,0,1,1,1,0,0,0
