"manzanac","ed1","ed2","ed3","ed4","ed5","ed6","ed7","ed8","ed9","ed10","ed11","ed12","ed13","ed14","ed15"
"7600110000000019010113",0,0,1,2,1,0,0,0,3,1,0,1,0,1,0
"7600110000000019220112",1,1,2,0,1,0,1,1,2,1,4,0,1,1,3
"7600110000000017250407",0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
"7600110000000019010212",1,0,1,1,0,0,0,0,2,0,0,0,0,0,1
"7600110000000017130105",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"7600110000000019330218",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"7600110000000002130319",0,2,2,1,0,0,0,1,1,0,0,0,1,0,1
"7600110000000017360314",1,3,1,1,1,1,1,0,1,0,0,2,0,1,0
"7600110000000017340106",4,0,0,1,1,2,1,1,1,3,3,4,2,2,2
"7600110000000002040211",0,1,3,3,1,1,2,1,0,1,1,2,2,1,2
"7600110000000017160840",1,1,2,1,2,2,1,6,3,1,5,4,6,4,2
"7600110000000002080110",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"7600110000000002140104",1,0,0,0,2,2,0,0,1,1,0,0,0,0,1
"7600110000000002220211",1,2,1,1,0,0,1,1,2,1,0,1,0,2,0
"7600110000000019220101",0,0,0,1,0,1,1,1,0,0,0,0,1,1,1
"7600110000000019260108",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7600110000000002200117",2,0,0,1,0,1,4,1,2,0,2,3,1,0,1
"7600110000000019370203",1,0,1,0,0,0,0,1,0,0,0,0,0,2,0
"7600110000000019290106",0,2,0,0,0,0,0,2,1,1,2,2,1,4,0
"7600110000000002220112",1,0,1,2,1,0,0,1,1,1,0,1,0,0,0
"7600110000000017150317",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7600110000000002130104",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017200105",3,0,2,1,2,1,1,1,2,2,3,2,5,4,1
"7600110000000017090114",0,1,1,2,2,0,1,1,0,1,2,3,2,0,2
"7600110000000019290203",1,1,3,0,4,2,1,1,1,0,4,0,3,2,1
"7600110000000017130133",0,1,0,1,4,0,1,2,0,1,1,3,1,1,4
"7600110000000017150413",0,0,1,0,0,2,1,0,0,1,0,0,0,0,0
"7600110000000002130305",1,1,3,2,1,2,0,0,2,0,0,0,2,1,0
"7600110000000002170108",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"7600110000000017090207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017080209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002200213",3,2,0,0,0,1,3,3,0,0,0,0,1,1,3
"7600110000000017150104",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7600110000000002130315",0,1,3,0,2,1,1,2,0,1,0,1,1,2,1
"7600110000000002210219",0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
"7600110000000017210112",0,0,0,0,1,1,2,3,2,1,0,0,3,1,1
"7600110000000002090110",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"7600110000000017210412",1,3,2,3,2,1,3,4,3,1,2,2,2,3,3
"7600110000000019400406",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7600110000000017150410",0,1,0,1,0,1,0,3,3,0,0,0,1,1,1
"7600110000000019030108",1,2,3,1,2,1,1,1,3,1,3,4,2,1,2
"7600110000000002080406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017150402",2,0,0,2,0,0,1,0,0,0,0,0,0,2,0
"7600110000000002090105",0,0,1,0,1,3,0,0,0,0,1,0,0,0,1
"7600110000000017360115",0,0,1,0,0,1,2,0,0,0,0,1,1,1,1
"7600110000000019220105",0,0,0,0,0,0,3,0,0,1,0,0,1,1,2
"7600110000000015080330",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"7600110000000002210120",0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
"7600110000000017130137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002080211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000019230109",2,2,2,1,0,0,1,2,4,3,3,0,1,0,2
"7600110000000017210303",1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"7600110000000019420107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000010010203",1,0,3,3,0,1,2,2,0,3,2,0,0,1,2
"7600110000000017090111",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"7600110000000017220103",0,0,0,0,0,2,1,0,1,1,0,0,0,0,0
"7600110000000002120417",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"7600110000000002210221",0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
"7600110000000019010215",0,0,1,0,0,1,1,2,1,3,0,1,1,1,0
"7600110000000002080212",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"7600110000000019110103",1,0,1,0,3,1,2,3,0,0,0,0,0,0,1
"7600110000000019030110",0,1,0,0,0,0,0,1,0,0,1,0,2,0,0
"7600110000000017150415",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7600110000000019060108",1,2,1,1,0,2,2,2,2,1,1,1,1,0,0
"7600110000000019150202",1,0,0,1,2,1,2,0,2,3,2,1,2,2,3
"7600110000000019010222",1,0,1,0,0,2,1,0,0,2,2,1,1,3,2
"7600110000000017250206",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"7600110000000002120408",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"7600110000000019320208",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7600110000000017250313",0,0,1,0,0,0,2,0,1,3,2,1,0,1,2
"7600110000000019010325",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"7600110000000002090108",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"7600110000000019040103",0,0,1,0,2,0,0,0,0,2,1,0,0,1,0
"7600110000000010010220",0,0,3,0,0,0,0,3,1,0,1,0,1,1,0
"7600110000000017140108",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
"7600110000000015080143",0,2,1,1,0,0,0,0,1,0,0,0,3,1,2
"7600110000000015080204",0,1,0,0,2,1,1,2,0,2,3,1,2,1,1
"7600110000000002080413",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7600110000000017360320",1,0,1,0,1,0,2,2,3,1,0,0,2,1,2
"7600110000000019260118",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"7600110000000010060106",0,2,1,2,1,1,0,0,2,0,1,2,3,4,0
"7600110000000002170319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000010010115",1,3,0,1,1,2,1,1,0,0,3,4,0,3,3
"7600110000000017360263",0,0,0,0,1,0,0,2,0,0,1,2,1,0,0
"7600110000000017150516",2,2,2,2,6,3,2,3,0,6,2,5,2,0,2
"7600110000000015080238",2,2,1,0,0,1,0,3,1,1,0,1,0,4,2
"7600110000000017310206",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"7600110000000002110410",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"7600110000000002200210",2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"7600110000000017070104",0,2,1,0,1,2,4,0,3,6,0,3,4,4,3
"7600110000000002170333",0,0,1,0,0,0,0,0,2,0,1,0,3,3,2
"7600110000000019200106",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"7600110000000019010326",3,1,2,2,3,2,2,3,1,3,3,1,2,2,1
"7600110000000019400116",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"7600110000000002150117",0,0,0,0,3,0,0,0,2,1,1,1,0,1,0
"7600110000000017060112",0,0,0,0,1,1,0,0,0,2,0,1,3,1,2
"7600110000000017210206",0,1,1,0,0,0,2,0,1,0,0,0,1,0,0
"7600110000000010020102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017190123",2,0,0,1,1,0,1,1,1,1,2,1,1,1,0
"7600110000000017050302",1,1,1,1,0,0,0,0,1,1,0,0,0,1,0
"7600110000000017160847",0,1,1,0,2,0,0,0,0,0,0,3,0,0,2
"7600110000000017180110",0,1,0,0,0,1,0,0,1,3,1,1,1,0,0
"7600110000000002210114",2,0,0,1,0,2,0,1,0,1,2,0,1,0,0
"7600110000000002220402",0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
"7600110000000019400414",2,0,0,0,1,1,0,2,0,0,1,0,1,0,1
"7600110000000017150118",0,1,4,2,1,1,1,0,1,3,3,3,2,3,3
"7600110000000017140110",3,0,1,1,0,1,5,2,0,5,5,4,2,2,2
"7600110000000019250202",1,4,2,1,4,3,3,0,2,0,2,0,3,0,3
"7600110000000019050113",1,0,0,0,1,2,0,0,0,0,0,1,1,1,1
"7600110000000019300111",1,0,0,0,0,0,1,0,2,1,2,0,2,0,0
"7600110000000019370103",1,1,1,2,2,0,0,3,1,1,0,0,0,0,1
"7600110000000017200106",2,1,0,0,0,1,2,0,1,1,3,0,3,2,1
"7600110000000010060109",1,1,5,1,2,4,0,4,0,3,1,1,6,3,0
"7600110000000002090304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000019220222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017150301",0,0,0,2,3,0,1,0,1,0,1,0,0,2,0
"7600110000000019250113",0,2,4,2,0,5,2,2,1,0,1,1,0,3,1
"7600110000000019030207",1,1,0,3,2,2,3,4,2,2,2,0,2,1,0
"7600110000000017330128",1,1,0,0,2,2,0,0,0,4,1,2,2,1,2
"7600110000000002200204",1,0,1,0,0,0,0,1,0,0,0,1,0,1,2
"7600110000000002060311",0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
"7600110000000017210130",1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"7600110000000002020111",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7600110000000017160732",0,1,1,1,0,1,1,0,0,0,0,0,2,0,1
"7600110000000017160514",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"7600110000000019350114",0,2,0,0,0,1,1,0,0,1,0,0,0,1,0
"7600110000000002060315",0,0,0,0,2,0,0,1,1,3,0,3,1,3,2
"7600110000000002090219",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"7600110000000019160101",4,1,3,1,0,2,2,0,1,3,2,1,2,4,3
"7600110000000017080220",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002110213",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7600110000000002130112",0,1,0,0,1,1,0,0,2,2,2,0,3,1,2
"7600110000000019330202",0,1,0,2,0,1,1,2,0,1,1,0,0,0,0
"7600110000000002050105",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"7600110000000002200308",0,1,0,0,0,0,0,0,1,1,0,0,0,0,2
"7600110000000002130215",1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"7600110000000017070107",1,1,0,1,6,1,1,2,5,5,4,2,5,3,3
"7600110000000002210109",0,0,0,1,1,1,0,0,1,1,1,0,2,1,0
"7600110000000002130208",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"7600110000000017360123",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"7600110000000002170113",2,0,0,2,0,0,1,0,0,0,0,0,1,0,0
"7600110000000010030101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002080108",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"7600110000000017210408",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"7600110000000019330112",0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
"7600110000000017330137",2,0,1,0,1,1,4,8,1,1,5,5,2,5,8
"7600110000000017090327",1,1,2,1,2,2,2,4,2,1,1,3,2,4,2
"7600110000000019190111",0,0,0,0,0,1,2,0,0,2,0,0,0,0,1
"7600110000000017300102",0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
"7600110000000003050106",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017160851",3,0,1,0,1,1,0,2,1,0,0,1,0,0,2
"7600110000000017210210",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
"7600110000000002040133",1,0,0,1,1,1,0,0,0,0,1,1,2,0,1
"7600110000000010010217",1,1,1,0,2,1,1,0,0,2,0,1,0,0,1
"7600110000000017300206",1,3,0,1,2,2,0,2,2,1,1,0,1,1,1
"7600110000000019230209",1,4,0,1,1,1,1,2,0,0,2,0,1,1,0
"7600110000000017300203",1,0,0,1,0,0,0,0,1,0,2,3,2,1,0
"7600110000000002150113",1,2,0,3,0,1,1,2,0,1,0,1,1,1,0
"7600110000000017360421",0,2,0,2,1,1,1,0,0,0,0,1,1,2,1
"7600110000000017160841",2,2,2,1,2,7,1,2,0,2,0,3,1,0,1
"7600110000000002060117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000015080215",2,2,2,0,0,1,2,0,1,1,1,3,4,0,1
"7600110000000019010214",1,1,0,0,0,1,0,0,2,2,0,4,1,1,0
"7600110000000002130310",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"7600110000000017160939",1,1,2,0,0,0,1,1,1,1,2,0,0,2,0
"7600110000000002130114",0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
"7600110000000019190119",4,0,0,3,4,1,0,1,1,0,3,1,1,5,4
"7600110000000017360105",0,0,2,0,1,0,0,1,0,1,0,0,0,3,0
"7600110000000019050103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017360403",1,1,0,0,0,0,1,2,1,0,1,0,0,1,2
"7600110000000002080411",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"7600110000000002080315",0,0,1,1,0,0,2,0,2,0,0,1,1,2,0
"7600110000000017160951",0,0,1,1,0,1,1,1,1,0,0,0,0,1,0
"7600110000000017200103",1,0,0,2,1,0,0,0,1,1,0,0,0,0,1
"7600110000000019130103",0,0,1,0,0,1,0,1,0,0,2,1,0,0,0
"7600110000000015080147",0,0,0,0,0,0,1,1,2,1,2,1,0,3,3
"7600110000000017210110",0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
"7600110000000002120413",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"7600110000000017160963",2,3,1,5,2,8,2,1,2,3,3,3,2,2,3
"7600110000000019210104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017090103",1,1,2,1,1,2,1,0,2,2,4,1,3,1,0
"7600110000000019010110",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"7600110000000017070113",1,4,4,3,4,2,3,3,1,1,3,3,6,1,4
"7600110000000002130101",0,1,0,1,0,0,1,0,0,0,0,0,1,1,2
"7600110000000002010312",0,0,1,1,0,2,2,0,1,1,2,0,0,1,1
"7600110000000002090211",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"7600110000000019330105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002030104",0,4,1,3,2,6,2,0,2,0,0,2,1,2,3
"7600110000000017250212",0,0,2,2,3,3,3,2,1,2,1,1,1,1,0
"7600110000000002130218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002130311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017150116",1,1,0,1,1,2,0,0,1,1,0,2,0,1,1
"7600110000000019260115",0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
"7600110000000019230103",0,1,1,1,0,2,2,5,1,2,4,2,0,2,1
"7600110000000002070102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000019220201",2,0,2,2,0,1,2,3,0,0,3,0,1,2,1
"7600110000000017330124",2,1,4,1,0,2,2,1,1,2,1,1,2,5,3
"7600110000000002090306",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002110215",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"7600110000000002080303",1,0,1,0,1,0,0,0,1,0,0,0,1,1,0
"7600110000000002120415",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7600110000000015080229",0,0,0,1,0,0,0,1,0,0,1,0,0,2,0
"7600110000000019260209",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7600110000000017090202",3,2,2,0,2,0,0,2,0,2,2,2,4,3,1
"7600110000000002060312",0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
"7600110000000017360406",2,2,1,3,1,2,3,0,2,2,1,5,0,2,2
"7600110000000019020130",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"7600110000000002130320",0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
"7600110000000002080111",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7600110000000017070114",1,0,1,0,2,4,2,5,1,6,2,2,6,3,2
"7600110000000002170107",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7600110000000019360207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000015080312",0,1,2,2,0,1,0,2,0,2,0,1,2,1,1
"7600110000000019400215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000019150209",0,1,4,3,2,5,3,2,2,3,1,2,3,6,4
"7600110000000002110110",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"7600110000000017180104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000017090215",0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
"7600110000000002120121",0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"7600110000000015080141",3,0,1,1,1,1,2,1,1,1,0,0,0,1,2
